Object ID,Line Phrase,Word Count,Platonic Object,Word Form,Gender,Process End Year,Platonic Room,Room Phrase,Provenance
27,Item unum par pannorum videlicet tunicam et corsitium feminilem sine froda,11,tunic,tunica,female,1333,,,Lucca
28,Item unum mantellum de sargia feminilem frodatum sindone viride,9,cloak,,female,1333,,,Lucca
31,Unam tunicam biodam maschilem,4,tunic,tunica,male,1333,,,Lucca
32,Item unam tunicam et corsetium coloris sanguinei feminilem cum xvi maspillas argenti,12,tunic,tunica,female,1333,,,Lucca
33,Item unam guarnacciam frodatam de vario et cum fregiis auri fini,11,surcoat,,,1333,,,Lucca
34,item unum mantellum feminilem de sargia frodatum sindone viride,9,cloak,,female,1333,,,Lucca
35,Item unum corsitium feminilem panni misclati frodatum,7,jacket,,female,1333,,,Lucca
36,Item unam gonnellam biodam feminilem,5,gown,,female,1333,,,Lucca
37,Item unum mantellum tondum maschilem frodatum sindone cattabirato,8,cloak,,male,1333,,,Lucca
43,Item tunicam et corsitium feminiles persi coloris frodatos pelle alba,10,tunic,tunica,female,1333,,,Lucca
44,Item unam guarnacciam persam maschilem frodatam pelle alba,8,surcoat,,male,1333,,,Lucca
45,unam tunicam et unam guarnacciam feminiles dimidiatas coloris viridis gialli et sanguinis vergati,13,tunic,tunica,female,1333,,,Lucca
52,et unam tunicam albagiam,4,tunic,,,1333,,,Lucca
55,unam tunicham femineam virgatam,4,tunic,,female,1333,,,Lucca
56,unam tunicam sanguineam brunetam feminilem,5,tunic,,female,1333,,,Lucca
57,et unam guarnaciam dicti coloris [sanguineam brunetam] frodatam sindonis,9,surcoat,,,1333,,,Lucca
58,et unam guarnacciam dicti coloris [sanguineam brunetam] feminilem frodata pelle albe,11,surcoat,,female,1333,,,Lucca
69,1 mantellum persum ad usum domine foderatum sindonis coloris gialli,10,cloak,,female,1333,,,Lucca
70,1 clamidem scacchatum,3,cloak,,,1333,,,Lucca
71,1 tunicam feminilem panni dimidiati,5,tunic,,female,1333,,,Lucca
74,1 guarnaccham panni coloris persi bruni feminilem fodratam fodra francisca alba et profilatam fiandus? ad collum et manichas,18,surcoat,,female,1333,,,Lucca
75,1 mantellum feminilem sargie blodey fodratum sindone vergati,8,cloak,,female,1333,,,Lucca
77,1 clamidem tondum alla tedeschina dimidiatum coloris mischi et vermillii,10,cloak,,,1333,,,Lucca
84,1 tunicam veterem feminilem coloris bruni,6,tunic,,female,1333,,,Lucca
85,1 mantellum,2,cloak,,,1333,,,Lucca
87,1 guarnaccham vermillia coloris mischi fodratam penna alba maschilem,9,surcoat,,male,1333,,,Lucca
88,1 guarnaccham albam sine fodra maschilem,6,surcoat,,male,1333,,,Lucca
89,1 clamidem biscium fratreschum ad dorsum hominis,7,cloak,,male,1333,,,Lucca
92,1 tunicam feminilem di moscata sine manicis,7,tunic,,female,1333,,,Lucca
93,1 tunicham panni persi maschilem,5,tunic,,male,1333,,,Lucca
94,1 tunicam persi bruni feminilem,5,tunic,,female,1333,,,Lucca
96,1 tunicham sarge ad puellam coloris bruni cum virghis syndonis,10,tunic,,female,1333,,,Lucca
97,1 guarnacciam sarge [et] 1 tunicham foderatas utrumque panni lini usque ad cintura?,13,surcoat,,,1333,,,Lucca
98,1 guarnellum cordellatum feminilem cum una manicha?,7,guarnellum,,female,1333,,,Lucca
115,1 tunicam blodam feminilem,4,tunic,,female,1333,,,Lucca
118,1 tunicam maschilem persam,4,tunic,,male,1333,,,Lucca
121,1 tunicam persam femineam extimationis 6 l.,7,tunic,,female,1333,,,Lucca
129,1 guarnacciam frodatam pelle alba maschilem coloris viridis,8,surcoat,,male,1333,,,Lucca
130,1 tunicam maschilem dicti coloris [viridis],6,tunic,,male,1333,,,Lucca
131,1 guarnacciam coloris accolay pendentis in colorem floris persici,9,surcoat,,,1333,,,Lucca
132,1 guarnacciam frodatam vario fregiatam firgiis veterem feminilem [coloris schelattini],10,surcoat,,female,1333,,,Lucca
133,1 tunicam feminilem que sunt coloris schelattini,7,tunic,,female,1333,,,Lucca
134,1 guarnacciam dimidiatam feminilem ab uno latere coloris tanei et ab alia coloris floris persici,15,surcoat,,female,1333,,,Lucca
135,1 guarnacciam mischiam maschilem frodatam pelle alba,7,surcoat,,male,1333,,,Lucca
136,1 corsciptum feminilem sargie biode foderatum sindone et giallo,9,jacket,,female,1333,,,Lucca
137,1 corsciptum feminilem dimidatum cum perso bruno ad papagallos,9,jacket,,female,1333,,,Lucca
140,1 corsceptum coscptu? feminilem catabriatum? cum fodra alba,8,jacket,,female,1333,,,Lucca
141,1 tunicam maschilem celestiam,4,tunic,,male,1333,,,Lucca
142,1 tunicam matarelli fractam,4,tunic,,,1333,,,Lucca
164,1 guarnaccham vocatam? feminilem frodatam pelle vulpi,7,surcoat,,female,1333,,,Lucca
165,1 tunicham dimecat coloris vergati,5,tunic,,,1333,,,Lucca
166,1 [tunicham] sanguineam � 1 corciliatorum? sine manichis,8,tunic,,,1333,,,Lucca
181,1 tunicam blavam feminilem,4,tunic,,female,1333,,,Lucca
184,1 tunicam dimidiatam femineam,4,tunic,,female,1333,,,Lucca
185,1 guarnellum,2,guarnellum,,,1333,,,Lucca
186,2 baracana maschilia,3,barracan,,male,1333,,,Lucca
187,1 guarnellum fractum femineum,4,guarnellum,,female,1333,,,Lucca
188,1 clamidem albagium maschilem,4,cloak,,male,1333,,,Lucca
189,1 baracanum femineum fractum,4,barracan,,female,1333,,,Lucca
191,1 guarnellum lini dimidi,4,guarnellum,,,1333,,,Lucca
192,1 tunicam persam fractam,4,tunic,,,1333,,,Lucca
199,et duo baracana maschilia parvas,5,barracan,,male,1333,,,Lucca
200,et unum mantellum parvum roctum coloris,6,cloak,,,1333,,,Lucca
201,1 tunicham feminilem,3,tunic,,female,1333,,,Lucca
202,1 guarnacciam scacchatam,3,surcoat,,,1333,,,Lucca
203,2 baracanas albas feminiles,4,barracan,,female,1333,,,Lucca
209,1 tunicam misciam maschile,4,tunic,,male,1333,,,Lucca
210,1 tunicam blavam feminilem,4,tunic,,female,1333,,,Lucca
229,1 tunicam blavam feminilem,4,tunic,,female,1333,,,Lucca
243,1 guarnellum blavum femineum,4,guarnellum,,female,1333,,,Lucca
245,1 tunicam femineam,3,tunic,,female,1333,,,Lucca
246,1 corseptum panni blodi,4,jacket,,,1333,,,Lucca
247,1 guarnellum album femineum,4,guarnellum,,female,1333,,,Lucca
248,1 corseptum femineum panni persi bruni,6,jacket,,female,1333,,,Lucca
249,1 tunicam panni persi bruni,5,tunic,,,1333,,,Lucca
280,1 tunicam feminilem sanguigneam,4,tunic,,female,1333,,,Lucca
296,1 guarnellum,2,guarnellum,,,1333,,,Lucca
298,1 guarnacham femineam panni viridis,5,surcoat,,female,1333,,,Lucca
321,1 tunicam feminilem coloris vermilli cum profilo frindiorum ad manus et cum 37 boctonibus parvis argentis,16,tunic,,female,1333,,,Lucca
322,1 tunicam feminilem vergatam sine manicis,6,tunic,,female,1333,,,Lucca
323,1 tunicam feminilem affectatam blodam et sanguineam,7,tunic,,female,1333,,,Lucca
330,1 corsectum mischium blodatum feminilem fodratum fodra alba,8,jacket,,female,1333,,,Lucca
331,1 tunicam blodam maschilem netrui?,5,tunic,,male,1333,,,Lucca
332,1 corsectum feminilem miscium coloris giallecti fodratum fodra alba,9,jacket,,female,1333,,,Lucca
333,1 corsectum maschilem blodeum mischium fodratum fodra alba tacchata?,9,jacket,,male,1333,,,Lucca
334,1 corsectum feminilem coloris dimidiatum vermillio sive sanguinio et mischio blavo profilatum frindiis auri strictiis ad manus et collum fodratum fodra leporina,22,jacket,,female,1333,,,Lucca
341,1 guarnacciam seu coctardiam coloris sanguinis bruni fodratam pelle angellina nigra et alba,13,surcoat,,,1333,,,Lucca
342,1 guarnaccham feminilem brunam fodratam pelle alba cum aliquibus pil. alb.? nigris,12,surcoat,,female,1333,,,Lucca
346,1 baracchinum feminilem accordellatum,4,barracan,,female,1333,,,Lucca
347,1 guarnacciam femineam coloris bruni,5,surcoat,,female,1333,,,Lucca
348,1 corsectum femineum dimidiatum cum pelle alba,7,jacket,,female,1333,,,Lucca
360,1 tunicciebax?? feminilem,3,tunic,,female,1333,,,Lucca
391,3 camiscias femineas,3,chemise,camisia,female,1333,,,Lucca
397,4 baracana feminea,3,barracan,,female,1333,,,Lucca
400,1 corsitium mischium femineum frodatum de pelle,7,jacket,,female,1333,,,Lucca
401,1 cortinam mischium femineam frodatam,5,jacket,,female,1333,,,Lucca
403,1 corsinum schaccheum seu ad vermelli frodatum,7,jacket,,,1333,,,Lucca
419,1 tunicam blodam feminilem cum fridiis sactis? veteribus?,8,tunic,,female,1333,,,Lucca
428,1 baracchannum feminilem album,4,barracan,,female,1333,,,Lucca
440,1 tunicham blavam maschilem,4,tunic,,male,1333,,,Lucca
441,1 mantellum feminilem,3,cloak,,female,1333,,,Lucca
442,1 tunicam feminilem persam,4,tunic,,female,1333,,,Lucca
443,1 tunicam feminilem persam,4,tunic,,female,1333,,,Lucca
444,1 tunicam mischiam de homine fractam,6,tunic,,male,1333,,,Lucca
445,1 guarnellum de lino tinto feminilem,6,guarnellum,,female,1333,,,Lucca
446,1 baracanam fractam feminilem et tintum feminilem [sic] de lino,10,barracan,,female,1333,,,Lucca
447,1 tunicham feminilem,3,tunic,,female,1333,,,Lucca
448,1 barachanum album feminilem veterem,5,barracan,,female,1333,,,Lucca
449,1 tunicam persam feminilem fractam,5,tunic,,female,1333,,,Lucca
450,1 tunicham viridem maschilem fractam,5,tunic,,male,1333,,,Lucca
466,1 tunicam feminilem vermilliam,4,tunic,,female,1333,,,Lucca
467,1 corscetum feminilem dimidiatam fodratam vetrescha,6,jacket,,female,1333,,,Lucca
468,1 tunicham feminilem coloris persi,5,tunic,,female,1333,,,Lucca
469,1 corsectum album maschilem,4,jacket,,male,1333,,,Lucca
470,1 tunicam hominis coloris salamonati verdelli,6,tunic,,male,1333,,,Lucca
483,unam tunicam schacchatam frodatam de pelle nigra,7,tunic,,,1333,,,Lucca
484,et unum corsitum miscium frodatum de pelle alba,8,jacket,,,1333,,,Lucca
485,unum mantellum maschile mischium ?de homine?,6,cloak,,male,1333,,,Lucca
501,1 corsectum femineum panni sanguinei fodratum fodra alba,8,jacket,,female,1333,,,Lucca
502,1 tunicam feminilem panni persi veteris fodratam panno lino,9,tunic,,female,1333,,,Lucca
503,1 marachanum femineum � veterem,5,barracan,,female,1333,,,Lucca
520,1 tunicam feminilem dimidiatam sanguingno et vermilio,7,tunic,,female,1333,,,Lucca
521,1 corsectum feminilem floris persici cum fodra varii,8,jacket,,female,1333,,,Lucca
522,1 tunicam feminilem coloris vermilii scherlacti cum 58 boctonis argenti parvis,11,tunic,,female,1333,,,Lucca
523,1 corsectum feminilem dimidiatum ab una vidz parte fiandiatam auri fini intalliatam ad undas et fodratam ventrescha,17,jacket,,female,1333,,,Lucca
524,1 tunicam dimidiatam feminilem dicti corsceti dimid. profilatam ad collum et ad manus,13,tunic,,female,1333,,,Lucca
525,1 corscetum feminilem dimidiatum sanguineo et rosco auro fino frindiis largis frindiatum fodratum ventresca,14,jacket,,female,1333,,,Lucca
526,1 tunicam feminilem floris persici,5,tunic,,female,1333,,,Lucca
529,1 tunicam dimidiatam fractam feminilem,5,tunic,,female,1333,,,Lucca
532,1 tunicam sanguineam coloris mischi,5,tunic,,,1333,,,Lucca
533,1 baraccanum feminilem accordellatum,4,barracan,,female,1333,,,Lucca
534,1 corsectum sanguineum coloris mischii maschilem sine frodris,8,jacket,,male,1333,,,Lucca
535,1 corsectum sanguineum feminilem sine fodris,6,jacket,,female,1333,,,Lucca
536,1 tunicam sanguineam brunam feminilem,5,tunic,,female,1333,,,Lucca
539,1 tunicam maschilem coloris celestius veterem,6,tunic,,male,1333,,,Lucca
540,1 tunicam feminilem bianchectam,4,tunic,,female,1333,,,Lucca
542,1 tunicam viridem feminilem,4,tunic,,female,1333,,,Lucca
543,1 corsectum dicti coloris feminilem profilatum pelle alba sine fodro,10,jacket,,female,1333,,,Lucca
544,1 clamidem persum ad dominam fodratum sindone giallo veterem,9,cloak,,female,1333,,,Lucca
545,1 tunicam persam feminilem,4,tunic,,female,1333,,,Lucca
546,1 corsectum feminilem dimidiatum coloris floris persici et mandolati profilatum frindiis ad manus et collum sine fodra et omnia vetera,20,jacket,,female,1333,,,Lucca
581,1 guarnellum maschilem veterem,4,guarnellum,,male,1333,,,Lucca
582,1 clamidem tondum hominis albam seu humiliatum fissium ex parte anteriori? veterem,12,cloak,,male,1333,,,Lucca
598,1 tunicam scacchatam hominis,4,tunic,,male,1333,,,Lucca
599,1 tunicam intalliatam ad fascias hominis,6,tunic,,male,1333,,,Lucca
606,1 tunicam maschilem arbax?,4,tunic,,male,1333,,,Lucca
630,1 barachanum femineum album de greggia,6,barracan,,female,1333,,,Lucca
633,1 corsitium maschilem coloris mischii sine fodera,7,jacket,,male,1333,,,Lucca
634,1 corsitium feminilem coloris persi foderatum pelle,7,jacket,,female,1333,,,Lucca
635,1 mantellum feminilem persum foderatum sindone fractum,7,cloak,,female,1333,,,Lucca
658,1 tunicam mischiam feminilem,4,tunic,,female,1333,,,Lucca
664,1 guarnellum lini,3,guarnellum,,,1333,,,Lucca
666,1 guarnellum album,3,guarnellum,,,1333,,,Lucca
667,1 baracanum tintum,3,barracan,,,1333,,,Lucca
668,1 tunica biodam feminilem,4,tunic,,female,1333,,,Lucca
669,1 guarnacciam biodam maschilem,4,surcoat,,male,1333,,,Lucca
680,1 mantellum feminilem sargie biode foderatum sindone affecto viride et vermillio,11,cloak,,female,1333,,,Lucca
681,1 tunicam feminilem dicte sargie [biode],6,tunic,,female,1333,,,Lucca
693,1 corsitium feminilem coloris verdelli scacchatelli minuti fodratum fodra tacchata,10,jacket,,female,1333,,,Lucca
694,1 tunicam feminilem scacchatam,4,tunic,,female,1333,,,Lucca
702,1 baraccanum maschilem � tintum vetus,6,barracan,,male,1333,,,Lucca
717,1 guarnellum cordellatum feminilem,4,guarnellum,,female,1333,,,Lucca
720,1 interulam novam feminilem,4,tunic,,female,1333,,,Lucca
736,1 tunicam dimidiatam viridi et sanguineo,6,tunic,,,1333,,,Lucca
741,1 guarnellum lini feminilem viridem,5,guarnellum,,female,1333,,,Lucca
742,2 tunicas coloris viridis feminiles tristes,6,tunic,,female,1333,,,Lucca
765,1 gonellam feminilem viridem,4,gown,,female,1333,,,Lucca
766,1 mantellum de homine persum,5,cloak,,male,1333,,,Lucca
777,1 guarnellum,2,guarnellum,,,1333,,,Lucca
779,1 tunicam persam fractam maschilem,5,tunic,,male,1333,,,Lucca
884,1 mantellum de sargia feminilem,5,cloak,,female,1333,,,Lucca
885,1 corsitium biodum maschilem frodatum pelle alba,7,jacket,,male,1333,,,Lucca
936,1 guarnaccham panni mischi maschilem fodratem,6,surcoat,,male,1333,,,Lucca
937,1 mantellum dicti panni [also called clamis],7,cloak,,,1333,,,Lucca
947,1 tunicam,2,tunic,,,1333,,,Lucca
948,1 mantellum,2,cloak,,,1333,,,Lucca
952,1 guarnaccham maschilem coloris viridis virgatis fodratis pelle alba,9,surcoat,,male,1333,,,Lucca
954,1 camisciam panni lini maschilem,5,chemise,camisia,male,1333,,,Lucca
958,1 tunicam femineam coloris vermillietti mischii ad dominam cum 52 maspillis argentis,12,tunic,,female,1333,,,Lucca
959,1 clamidem coloris mischii verdetti maschilem,6,cloak,,male,1333,,,Lucca
960,1 tunicam,2,tunic,,,1333,,,Lucca
961,1 corsitium feminilia sargie coloris verdelli mischii fodratum sindone affectato gialli et [blank],13,jacket,,female,1333,,,Lucca
1011,1 tunicam femineam scaccatam fractam,5,tunic,,female,1333,,,Lucca
1013,1 camissciam panni lini tinti,5,chemise,camisia,,1333,,,Lucca
1014,1 par pannorum vidz tunicam et 1 corsitium feminilem sine froda,11,jacket,corsitium,female,1333,,,Lucca
1015,1 cortionum mischium frodatum de vario feminilem,7,jacket,,female,1333,,,Lucca
1017,1 tunicham dimidiatam mischiam,4,tunic,,,1333,,,Lucca
1018,1 barassinum femineum,3,barracan,,female,1333,,,Lucca
1019,1 gonellam,2,gown,,,1333,,,Lucca
1020,1 guarnacciam coloris viridis,4,surcoat,,,1333,,,Lucca
1021,1 guarnacciam feminilem de sargia blava frodata de sindone affectato coloris gialli et indichi,14,surcoat,,female,1333,,,Lucca
1027,1 cotarditam albagiam fodratam pelle alba et cum maspillas rubeis valoris 33s.,12,cotte-hardie,,,1333,,,Lucca
1028,1 guarnaccham tondam femineam scaccatam fodratam pelle alba et fregiatam in gitis? valoris 25s.,14,surcoat,,female,1333,,,Lucca
1032,1 mantellum femineum sargie biode fodratum sindone affectato et unum fodrum sindonis coloris biodi,14,cloak,,female,1333,,,Lucca
1033,1 tunicam femineam coloris persi,5,tunic,,female,1333,,,Lucca
1037,1 guarnellum? [lit. 1 gua.lem] de sericho coloris viridis,9,guarnellum,,,1333,,,Lucca
1038,1 tunicam biodam femineam,4,tunic,,female,1333,,,Lucca
1041,1 tunicam albagiam stracciatam,4,tunic,,,1333,,,Lucca
1046,1 corsitium mischium rossetum frodatum varii,6,jacket,,,1333,,,Lucca
1047,1 tunicam dicti coloris ad usum feminilem,7,tunic,,female,1333,,,Lucca
1056,1 tunicam delaceratam,3,tunic,,,1333,,,Lucca
1057,1 mantellum persum cum sindone giallo vetustus femineum,8,cloak,,female,1333,,,Lucca
1058,1 tunicam virgatam femineam veterem tristam,6,tunic,,female,1333,,,Lucca
1059,1 mantellum tedeschinum coloris humiliati,5,cloak,,,1333,,,Lucca
1060,1 gonellam femineam scaccatam,4,gown,,female,1333,,,Lucca
1061,1 mantellum cum cappuceo foderatum baraccano,6,cloak,,,1333,,,Lucca
1062,1 tunicam humiliatam maschilem,4,tunic,,male,1333,,,Lucca
1063,1 corsitium femineum coloris blodi cum pelni (sic),8,jacket,,female,1333,,,Lucca
1067,1 corsitium blanum feminilem,4,jacket,,female,1333,,,Lucca
1107,1 corsitium dimidiatum blavum et camellinum veterem frodatum pelle varii veteri feminilem et quod? corsitium dictus Coluccius fuit confessus penes se habere,22,jacket,,female,1333,,,Lucca
1129,1 guarnellum femineum,3,guarnellum,,female,1333,,,Lucca
1132,1 corsitium vetustus sargie femineum fodratum pelle alba,8,jacket,,female,1333,,,Lucca
1145,2 interulas feminiles veteras et repesatas,6,tunic,,female,1333,,,Lucca
1151,2 camiscias novas femineas,4,chemise,camisia,female,1333,,,Lucca
1160,1 tunicam feminilem panni viridis,5,tunic,,female,1333,,,Lucca
1161,1 tunicam femineam coloris sanguiney ad pappagallos,7,tunic,,female,1333,,,Lucca
1162,1 corsitium femineum coloris sanguiney bruni,6,jacket,,female,1333,,,Lucca
1171,1 mantellum persum femineum fodratum sindone giallo,7,cloak,,female,1333,,,Lucca
1172,1 gonnellam femineam coloris taney? mangnam,6,gown,,female,1333,,,Lucca
1173,1 tunicam hominis biodam maschilem,5,tunic,,male,1333,,,Lucca
1174,1 guarnaccam coloris taney femineam,5,surcoat,,female,1333,,,Lucca
1175,1 tunicam persam femineam,4,tunic,,female,1333,,,Lucca
1179,1 mantellum femineum persum fodratum sindone giallo,7,cloak,,female,1333,,,Lucca
1180,1 tunicam coloris sanguiney maschilem sargie,6,tunic,,male,1333,,,Lucca
1181,1 tunicam biodam femineam,4,tunic,,female,1333,,,Lucca
1182,1 mantellum albagium,3,cloak,,,1333,,,Lucca
1183,1 guarnaccam femineam brunam sine fodro,6,surcoat,,female,1333,,,Lucca
1185,1 tunicham feminilem persam fregiatam,5,tunic,,female,1333,,,Lucca
1186,1 tunicham persam maschilem,4,tunic,,male,1333,,,Lucca
1187,1 tunicham dimidiatam femineam,4,tunic,,female,1333,,,Lucca
1194,1 mantellum tondum duplum mischium vetustum,6,cloak,,,1333,,,Lucca
1195,1 tunicam maschilem mischiam delaceratam,5,tunic,,male,1333,,,Lucca
1198,1 corcitium rossettum masschilem,4,jacket,,male,1333,,,Lucca
1213,1 guarnaccham feminicam absque manicis veterem fractam albagiam foderatam pelle vetere et fracte,13,surcoat,,female,1334,,,Lucca
1214,1 tunicham dimidiatam veterem parvam pueri,6,tunic,,,1334,,,Lucca
1228,1 tunicham maschilem mischiatam veterem,5,tunic,,male,1334,,,Lucca
1229,1 tunicham viridem mischiatam maschilem,5,tunic,,male,1334,,,Lucca
1234,1 tunicam dimidiatam maschilem,4,tunic,,male,1334,,,Lucca
1235,1 tunicham veterem feminilem sine manichis,6,tunic,,female,1334,,,Lucca
1236,1 guarnacham schachacam foderatam feminilem,5,surcoat,,female,1334,,,Lucca
1254,1 tunicham persam de muliere,5,tunic,,female,1334,,,Lucca
1287,1 corsitium maschilem mischium fraciatum?,5,jacket,,male,1334,,,Lucca
1289,1 tunicam,2,tunic,,,1334,,,Lucca
1290,1 guarnachiam mischiam femineam,4,surcoat,,female,1334,,,Lucca
1295,1 guarnellum feminilem album accordellatum veterem,6,guarnellum,,female,1334,,,Lucca
1306,1 tunicham persam feminilem veterem,5,tunic,,female,1334,,,Lucca
1307,1 tunicham albagiam feminilem,4,tunic,,female,1334,,,Lucca
1325,1 mantellum feminilem persum foderatum sindone,6,cloak,,female,1334,,,Lucca
1326,1 guarnaccham feminilem rossectam,4,surcoat,,female,1334,,,Lucca
1327,1 guarnellum feminilem album,4,guarnellum,,female,1334,,,Lucca
1343,1 tunicham coloris viridi feminilem,5,tunic,,female,1334,,,Lucca
1344,1 tunicham albagiam feminilem,4,tunic,,female,1334,,,Lucca
1386,1 corsectum veterem feminilem anguellinum or inguellinum,7,jacket,,female,1334,,,Lucca
1387,1 tunicham femineam coloris rossecti sive rubei quasi novam,9,tunic,,female,1334,,,Lucca
1388,1 cottarditam maschilem mischiam quasi coloris verdelli,7,cotte-hardie,,male,1334,,,Lucca
1389,1 tunicam et 1 corsetium coloris sanguinei feminilem cum 16 maspillas argenti,12,jacket,,female,1333,,,Lucca
1390,1 corsitium coloris mischii veterem,5,jacket,,,1334,,,Lucca
1391,1 tunicam veterem coloris mischam,5,tunic,,,1334,,,Lucca
1393,1 corsectum biodum maschilem foderatum pelle rosso,7,jacket,,male,1334,,,Lucca
1394,1 guarnaccham femineam dimidiatam foderatam pelle vetresche,7,surcoat,,female,1334,,,Lucca
1396,1 tunicam viridem,3,tunic,,,1334,,,Lucca
1397,1 guarnacham maschilem coloris vermilionis foderatam penne albe,8,surcoat,,male,1334,,,Lucca
1398,1 guarnacham coloris blavi foderatam penne albe,7,surcoat,,,1334,,,Lucca
1410,1 guarnaccham mischiam vermiliam veterem foderatam pelle nigra,8,surcoat,,,1334,,,Lucca
1454,1 clamidem feminilem sargie persam foderatam sindonis veteris coloris gialli et sanguinei,12,cloak,,female,1334,,,Lucca
1459,1 tunicham feminilem veterem delaceratam,5,tunic,,female,1334,,,Lucca
1476,1 guarnacchiam feminilem absque manicis de mattarilla,7,surcoat,,female,1334,,,Lucca
1506,1 tunicham albagiam foderatam veterem,5,tunic,,,1334,,,Lucca
1508,1 tunicham cattabriatam,3,tunic,,,1334,,,Lucca
1530,1 tunicham femineam francescam veterem foderatam sindone indicho de manibus,10,tunic,,female,1334,,,Lucca
1571,1 barachinum femineum,3,barracan,,female,1334,,,Lucca
1582,1 tunicham persam fregiatam magnam veterem,6,tunic,,,1334,,,Lucca
1583,1 barachanum pilosum album veterem,5,barracan,,,1334,,,Lucca
1623,1 corsitium albagium,3,jacket,,,1334,,,Lucca
1624,1 tunicham albagiam delaceratam veterem,5,tunic,,,1334,,,Lucca
1625,1 tunicham persam fractam et delaceratam,6,tunic,,,1334,,,Lucca
1635,1 tunicham femineam albam catrascianuci foderatam panni lini,8,tunic,,female,1334,,,Lucca
1654,1 tunicham viridem femineam veterem,5,tunic,,female,1334,,,Lucca
1667,1 tunicham femineam mischiam veterem,5,tunic,,female,1334,,,Lucca
1668,1 tunicham persam femineam veterem,5,tunic,,female,1334,,,Lucca
1669,1 mantellum miscium maschilem veterem,5,cloak,,male,1334,,,Lucca
1679,2 guarnellos 1 coloris viride alterum album veteres,8,guarnellum,,,1334,,,Lucca
1680,1 tunicham persam femineam,4,tunic,,female,1334,,,Lucca
1681,1 guarnellum femineum album,4,guarnellum,,female,1334,,,Lucca
1682,1 guarnellum maschilem album,4,guarnellum,,male,1334,,,Lucca
1683,1 guarnellum indichum femineum,4,guarnellum,,female,1334,,,Lucca
1688,1 interulam maschilem,3,tunic,,male,1334,,,Lucca
1696,1 tunicham femineam dimidiatam coloris viridis et vermilii,8,tunic,,female,1334,,,Lucca
1699,2 tunichas legatias femineas ad puellas,6,tunic,,female,1334,,,Lucca
1701,1 tunicham persam maschilem,4,tunic,,male,1334,,,Lucca
1705,1 guarnellum femineum,3,guarnellum,,female,1334,,,Lucca
1718,1 tunicham virgatam maschilem,4,tunic,,male,1334,,,Lucca
1719,1 guarnacchiam virgatam foderatam,4,surcoat,,,1334,,,Lucca
1720,1 clamidem duplicatem,3,cloak,,,1334,,,Lucca
1727,1 tunicham albagiam maschilem,4,tunic,,male,1334,,,Lucca
1752,1 tunicham persam femineam fregiatam,5,tunic,,female,1334,,,Lucca
1754,1 tunicham femineam blavi clari,5,tunic,,female,1334,,,Lucca
1755,1 corsitium dicti coloris [blavi clari],6,jacket,,,1334,,,Lucca
1756,1 tunicham persam maschilem,4,tunic,,male,1334,,,Lucca
1781,1 tunicham persam femineam absque manicis,6,tunic,,female,1334,,,Lucca
1798,1 tunicham viridem femineam,4,tunic,,female,1334,,,Lucca
1799,1 tunicham viridem plenam novam femineam inbastitam,7,tunic,,female,1334,,,Lucca
1805,1 tunicham albagiam veterem maschilem,5,tunic,,male,1334,,,Lucca
1806,1 guarnellum panni lini tinti?,5,guarnellum,,,1334,,,Lucca
1815,1 tunicham femineam fregiatam coloris persi,6,tunic,,female,1334,,,Lucca
1816,1 baracanum pilosum femineum,4,barracan,,female,1334,,,Lucca
1817,1 tunicham albagiam femineam veterem,5,tunic,,female,1334,,,Lucca
1818,1 tunicham albagiam feminilem veterem,5,tunic,,female,1334,,,Lucca
1820,1 camisciam maschilem veterem,4,chemise,camisia,male,1334,,,Lucca
1822,1 tunicham dimidiatam femineam coloris tanei et vermilii,8,tunic,,female,1334,,,Lucca
1849,1 guarnaccham femineam coloris viridis,5,surcoat,,female,1334,,,Lucca
1902,1 tunicham albagiam fractam,4,tunic,,,1334,,,Lucca
1922,1 corsitium foderatum,3,jacket,,,1334,,,Lucca
1943,1 tunicham albagiam fractam femineam,5,tunic,,female,1334,,,Lucca
1961,1 interulam?,2,tunic,,,1334,,,Lucca
1967,1 clamidem albagium veterem,4,cloak,,,1334,,,Lucca
2001,1 guarnaccinum maschilem,3,surcoat,,male,1334,,,Lucca
2017,1 corsitium dimidis coloris camellini et sanguinei cum una penna nigra,11,jacket,,,1334,,,Lucca
2018,1 guarnacchinum viridem panni mischii,5,surcoat,,,1334,,,Lucca
2019,1 tunicham maschilem cattabriatam,4,tunic,,male,1334,,,Lucca
2021,1 clamidem sanguineum femineum,4,cloak,,female,1334,,,Lucca
2041,1 tunicham femineam fregiatam coloris paonassi novam,7,tunic,,female,1334,,,Lucca
2082,1 guarnellum femineum,3,guarnellum,,female,1334,,,Lucca
2085,1 interulam,2,tunic,,,1334,,,Lucca
2102,1 tunicham femineam albagiam,4,tunic,,female,1334,,,Lucca
2104,1 tunicham femineam blodam,4,tunic,,female,1334,,,Lucca
2105,1 barachanum maschilem,3,barracan,,male,1334,,,Lucca
2107,1 tunicham albagiam femineam,4,tunic,,female,1334,,,Lucca
2108,1 camisaottum?,2,chemise,camisia,,1334,,,Lucca
2109,1 tunicham albagiam,3,tunic,,,1334,,,Lucca
2112,1 barachanum maschilem,3,barracan,,male,1334,,,Lucca
2113,1 tunicham femineam albagiam [blodam crossed out],7,tunic,,female,1334,,,Lucca
