Object ID,Line Phrase,Word Count,Platonic Object,Word Form,Gender,Process End Year,Platonic Room,Room Phrase,Provenance
10342,Item 1 tunica eiusdem panni {scarlete} mulieris,7,tunic,tunica,female,1396,bedroom,In quadam alia camera,Marseille
10343,Item 1 tunica livida mulieris modici valoris,7,tunic,tunica,female,1396,bedroom,In quadam alia camera,Marseille
10355,Item 1 mantelletum album mulieris modici valoris,7,cloak,mantelletum,female,1396,bedroom,In quadam alia camera,Marseille
10423,Item quatuor capucia unum rubeum aliud violeti aliud de pureya aliud de virido,13,hood,capucium,,1397,,,Marseille
10424,Item unam mantam burelli domine,5,greatcloak,manta,female,1397,,,Marseille
10425,Item unam tunicam domine coloris turquesie,6,tunic,tunica,female,1397,,,Marseille
10426,Item unam chopam domine de pureya,6,houppelande,chopa,female,1397,,,Marseille
10427,Item unam chopam domine de violato folrata penna alba,9,houppelande,chopa,female,1397,,,Marseille
10428,Item unum mantulum domine de violeto folrata penna varia,9,cloak,mantellum,female,1397,,,Marseille
10429,Item unum mantulum domine panni viridis,6,cloak,mantellum,female,1397,,,Marseille
10430,Item unam chopam domine panni mesclati,6,houppelande,chopa,female,1397,,,Marseille
10432,Item unam tunicam domine panni obscuri,6,tunic,tunica,female,1397,,,Marseille
10433,Item unam tunicam domine panni burelli,6,tunic,tunica,female,1397,,,Marseille
10435,Item unum mantulum domine panni canneti?,6,cloak,mantellum,female,1397,,,Marseille
10449,Item 10 camisie mulieris,4,chemise,camisia,female,1397,,,Marseille
10461,Item 1 mantellum de sindone albo dicte Sancte Sicilie seu eius ymaginis,12,cloak,mantellum,,1398,,,Marseille
10479,Item unam chopam sanguinem dicti Peyreti,6,houppelande,chopa,,1398,,,Marseille
10482,Item unam zonam argenteam ipsius Peyreti,6,belt,zona,,1398,,,Marseille
10487,Item duas fronterias parvas perlarum,5,headband,fronteria,,1398,,,Marseille
10495,Item tres tunice mulieris una de burello una de sanguina et alia de rubeo,14,tunic,tunica,female,1399,,,Marseille
10545,quatuor vestes mulieris due lanee coloris rubei et due serice diversi coloris,12,cloak,vestis,female,1400,,,Marseille
10547,Item quinquaginta camisie,3,chemise,camisia,,1400,,,Marseille
10548,Item sexaginta camisie iuvenum,4,chemise,camisia,,1400,,,Marseille
10554,Item sex annuli auri fini,5,ring,anulus,,1400,,,Marseille
10594,1 chopam,2,houppelande,chopa,,1400,,,Marseille
10598,Item 1 camisias,3,chemise,camisia,,1400,,,Marseille
10616,Item unam raupam de livido,5,robe,rauba,,1400,,,Marseille
10650,Item 1 gonellam mulieris bispartitam,5,gown,gonella,female,1400,,,Marseille
10660,Item 1 camisiam,3,chemise,camisia,,1400,,,Marseille
10661,Item aliam camisiam,3,chemise,camisia,,1400,,,Marseille
10662,Item medietas unius camisie,4,chemise,camisia,,1400,,,Marseille
10672,Item 1 zonam de lotono,5,belt,zona,,1400,,,Marseille
10680,Item 24 anulos parvos argenti superdesauriatos,6,ring,anulus,,1400,,,Marseille
10688,1 calotam squitandi,3,houppelande,chopa,,1400,,,Marseille
10820,Item 2 –p– chopeta panni lividis pauci valoris,8,houppelande,chopa,,1400,bedroom,In camera super apothecam,Marseille
10892,1 capellum feltri,3,cap,capellus,,1403,,,Marseille
10927,Item quandam chopam de rubeo foderatam de fustaneo albo cum pansis et duodecim condulis perlarum et frezo domasquino aureo,19,houppelande,chopa,,1405,bedroom,"[No room, but presumably a bedroom]",Marseille
10928,Item unam cotam domine panni obscuri cum riveto de sindone rubea,11,cotte,cota,female,1405,bedroom,"[No room, but presumably a bedroom]",Marseille
10929,Item unum capucium rubeum domine cum sex condulis perlarum et frezo aureo domasquino,13,hood,capucium,female,1405,bedroom,"[No room, but presumably a bedroom]",Marseille
10930,Item unum aliud capucium domine cum viginti parvis condulis argenti deauratis cum frezo aureo domasquino,15,hood,capucium,female,1405,bedroom,"[No room, but presumably a bedroom]",Marseille
10931,Item unam mantam domine de livido,6,greatcloak,manta,female,1405,bedroom,"[No room, but presumably a bedroom]",Marseille
10933,Item unam aliam bursam de cirico,6,purse,bursa,,1405,bedroom,"[No room, but presumably a bedroom]",Marseille
10934,Item duas vetas rubeas operatas cum filo aureo,8,ribbon,veta,,1405,bedroom,"[No room, but presumably a bedroom]",Marseille
10935,Item quendam mantellum de livido dicti condam Laurencii,8,cloak,mantellum,,1405,bedroom,"[No room, but presumably a bedroom]",Marseille
10936,Item quandam chopam dicti condam Laurencii de livido foderatam de fustaneo albo,12,houppelande,chopa,,1405,bedroom,"[No room, but presumably a bedroom]",Marseille
10938,Item unum capucium rubeum dicti condam Laurencii,7,hood,capucium,,1405,bedroom,"[No room, but presumably a bedroom]",Marseille
10952,Item unum parvum capucium pueri de viridi,7,hood,capucium,male,1405,bedroom,"[No room, but presumably a bedroom]",Marseille
10955,Item unam chopam de livido modici valoris dicti condam Laurencii,10,houppelande,chopa,,1405,bedroom,"[No room, but presumably a bedroom]",Marseille
10956,Item unum parvum mantulum domine de violeto,7,cloak,mantellum,female,1405,bedroom,"[No room, but presumably a bedroom]",Marseille
10958,Item unum capucium domine de livido,6,hood,capucium,female,1405,bedroom,"[No room, but presumably a bedroom]",Marseille
10961,Item unum giponum modici valoris,5,jupe,giponus,,1405,bedroom,"[No room, but presumably a bedroom]",Marseille
10964,–Item– quasdam manicas de violeto domine cum quinquagintaquatuor parvis condulis argenti superdeauratis,12,sleeves,manica,female,1405,bedroom,"[No room, but presumably a bedroom]",Marseille
10965,Item unum parvum mantellum domine de viridi cum veita aurea,10,cloak,mantellum,female,1405,bedroom,"[No room, but presumably a bedroom]",Marseille
10972,Item unum fresum capucii argenteum superdeauratum per modum lrarum? intersisarum in quo sunt decemocto pessie argenti superdeaurate,17,fringe,fresium,,1405,bedroom,"[No room, but presumably a bedroom]",Marseille
11123,Item quandam camisiam tele criscandi bruscos –alveos– cum –braculinis– brays?,10,chemise,camisia,,1405,bedroom,In quadam alia camera superiori,Marseille
11216,Item quandam zonam argenteam superdeauratam existentem in pignore penes Guillelmi Lurdi,11,belt,zona,,1405,,,Marseille
11248,unam chopam dicti condam Guillelmi panni obscuri foderatam penna alba,10,houppelande,chopa,,1405,Dining hall,In camera aule,Marseille
11249,Item unum mantellum de livido ipsius Guillelmi,7,cloak,mantellum,,1405,Dining hall,In camera aule,Marseille
11250,Item duo capucia domine de violeto,6,hood,capucium,female,1405,Dining hall,In camera aule,Marseille
11251,Item et unum mantellum rubeum domine,6,cloak,mantellum,female,1405,Dining hall,In camera aule,Marseille
11316,Item dixit se reperisse unam mantellum panni coloris viholeti dicte domine Massilete foderatum de variis existentem in pignore penes Urbaneum Johannis dicte civitatis pro duodecim florenis auri pro expensis exequiarum dicti condam Guillelmi,33,cloak,mantellum,,1405,,Outside the house ,Marseille
11317,Item quendam mantellum panni coloris lividi foderatum sindone rubei veteri et quandam penes et quandam cotam domine panni dicti coloris lividi sistentes in pignore pro cera funeria dicti condam Guillelmi penes dominam Rixendem Cambale dicte civitate,36,cloak,mantellum,female,1405,,Outside the house ,Marseille
11320,Unam chopam burelli grossi –xxxxxxx– dicti Jacobi,7,houppelande,chopa,,1405,,,Marseille
11321,Item unam tunicam de blanqueto,5,tunic,tunica,,1405,,,Marseille
11322,Item unam tunicam panni albi grossi,6,tunic,tunica,,1405,,,Marseille
11323,Item unam aliam tunicam grossi bruni,6,tunic,tunica,,1405,,,Marseille
11325,Item unam aliam tunicam de grosso bruno,7,tunic,tunica,,1405,,,Marseille
11326,Item unum capucium de livido,5,hood,capucium,,1405,,,Marseille
11352,Item unam zonam sive corrigiam cum una scarrella et uno cultello,11,belt,zona,,1405,,,Marseille
11356,Item unam corrigiam cum una scarrella,6,belt,corrigia,,1405,,,Marseille
11434,Item unum mantuletum panni burelli modici valoris,7,cloak,mantelletum,,1405,,,Marseille
11435,Item unum alium mantuletum panni burelli laceratum,7,cloak,mantelletum,,1405,,,Marseille
11511,Duo capucia domini de viridi duplicia,6,hood,capucium,female,1405,bedroom,In camera iuxta aulam ,Marseille
11512,Item unum dobletum cum manicis panni de viridi,8,doublet,dobletum,,1405,bedroom,In camera iuxta aulam ,Marseille
11513,Item quandam tunicam veterem rubeam modici valoris,7,tunic,tunica,,1405,bedroom,In camera iuxta aulam ,Marseille
11517,Item quandam chopam domine panni cororis dicti roheyha,8,houppelande,chopa,female,1405,bedroom,In camera iuxta aulam ,Marseille
11518,Item quandam aliam chopam eiusdem panni {roheyha} cum decemocto condulis perlarum minutarum,12,houppelande,chopa,,1405,bedroom,In camera iuxta aulam ,Marseille
11519,Item quandam mantam domine panni coloris sanguiney cum tribus magnis condulis et duobus parvis perlarum,15,greatcloak,manta,female,1405,bedroom,In camera iuxta aulam ,Marseille
11520,Item duas chopas felezenorum dicti Guillelmi panni burelli foderatas sayha rubea,11,houppelande,chopa,,1405,bedroom,In camera iuxta aulam ,Marseille
11522,Item quandam chopam domini panni coloris –lividi– viridis foderatam tela livida,11,houppelande,chopa,female,1405,bedroom,In camera iuxta aulam ,Marseille
11524,Item tria capucia domine ^duo^ coloris dicti roheyha et alium coloris sanguiney,12,hood,capucium,female,1405,bedroom,In camera iuxta aulam ,Marseille
11525,Item quoddam aliud capucium domine coloris lividi,7,hood,capucium,female,1405,bedroom,In camera iuxta aulam ,Marseille
11530,Item quandam fronteriam perlarum decemseptem operum,6,headband,fronteria,,1405,bedroom,In camera iuxta aulam ,Marseille
11531,Item unam zonam argenteam superdeauratam domine cum vigintinovem clavellis computatis funella et pendenti,13,belt,zona,female,1405,bedroom,In camera iuxta aulam ,Marseille
11534,Item quendam anulum aureum cum uno lapide viridi,8,ring,anulus,,1405,bedroom,In camera iuxta aulam ,Marseille
11535,Item quendam alium anulum aureum cum uno lapide viridi et quatuor perlis,12,ring,anulus,,1405,bedroom,In camera iuxta aulam ,Marseille
11536,Item unum alium anulum aureum cum una perla,8,ring,anulus,,1405,bedroom,In camera iuxta aulam ,Marseille
11652,Item –unam– unam almussam panni lividis folratam penna alba,9,garde-corps,almussa,,1407,Dining hall,In aula dicti hospicii,Marseille
11654,Item unam capam panni nigri,5,cape,capa,,1407,Dining hall,In aula dicti hospicii,Marseille
11669,Item unum mantulum hominis panni lividis,6,cloak,mantellum,male,1407,Dining hall,In aula dicti hospicii,Marseille
11670,Item unam chopa hominis panni obscuri,6,houppelande,chopa,male,1407,Dining hall,In aula dicti hospicii,Marseille
11762,Item 1 mantam de livido tale quale,7,greatcloak,manta,,1409,,,Marseille
11818,Item unum mantellum mulieris panni rubey anticum cum penna de vars,11,cloak,mantellum,female,1409,,,Marseille
11939,Item una chopa panni viridis folrata penne albe antique ipsius domine Dulciete,12,houppelande,chopa,,1409,bedroom,In camera su inferiori iuxta portam,Marseille
11941,Item unum mantulum –domine– ipsius domine Dulciete panni de pureya folrata penna varia satis debilis,15,cloak,mantellum,,1409,bedroom,In camera su inferiori iuxta portam,Marseille
11947,Item unum capucium domine panni pureya,6,hood,capucium,female,1409,bedroom,In camera su inferiori iuxta portam,Marseille
11948,Item unum aliud capucium panni lividis clari,7,hood,capucium,,1409,bedroom,In camera su inferiori iuxta portam,Marseille
11949,Item aliud capucium panni viridis,5,hood,capucium,,1409,bedroom,In camera su inferiori iuxta portam,Marseille
12034,Item 4^or^ camisias et 3 branilinas? pauci valoris,8,chemise,camisia,,1410,,,Marseille
12036,Item unam tunicam albam hominis debilem,6,tunic,tunica,male,1410,,,Marseille
12037,Item aliam tunicam hominis nigram pauci valoris,7,tunic,tunica,male,1410,,,Marseille
12105,Item 1 par sotularium de ferro pauci valoris,8,sole,sotularium,,1410,Dining hall,In aula,Marseille
12356,Item 1 mantellus vetus panni lividi,6,cloak,mantellum,,1410,,,Marseille
12493,Item una corona argenti et perlarum,6,crown,corona,,1415,bedroom,Item in alia cameria iuxta aulam ,Marseille
12495,Item 1 parvum mantulum panni nigri,6,cloak,mantellum,,1415,bedroom,Item in alia cameria iuxta aulam ,Marseille
12526,Item 1 mantulum dicti condam Bertrandi de livido,8,cloak,mantellum,,1415,bedroom,In camera,Marseille
12670,Item 1 camisium,3,chemise,camisia,,1419,,,Marseille
12695,Item unam chopam muliebrem panni mesclati atineis? quasi devastatam et destructam precio ___ 1 florenorum,15,houppelande,chopa,female,1420,,,Marseille
12757,Item 1 par stivallorum,4,boots,stivalus,,1420,,,Marseille
12917,Item unum disploydem antiquum ___ grossorum 3,7,cloak,diplois,,1421,,,Marseille
12926,Item unam choppam domine panni lividi clari folderata tela et unum mantoletum dicti panni folderatum bocassino ___ florenorum 5,19,houppelande,chopa,female,1421,,,Marseille
12937,Item unum sinctum baliste ___ grossorum 8,7,cinch,cinctus,,1421,,,Marseille
12939,Item duo capucia pueri ___ grossorum 4,7,hood,capucium,,1421,,,Marseille
12958,Item unum capucium domine coloris panni viridis cum novem condulis perlarum minutarum et uno freso precio ___ 1 florenorum 3 grossorum,21,hood,capucium,female,1421,,,Marseille
12959,Item unum mantulum de canheto modici valoris et unam gonellam panni lividi precio ___ 1 florenorum,16,cloak,mantellum,,1421,,,Marseille
13046,Item quinque paria sotularium botinarum hominis precio ___ 1 florenorum,10,sole,sotularium,male,1421,,,Marseille
13047,Item decem paria sotularium domine tam parvarum quam magnarum precio ___ 1 florenorum 6 grossorum,15,sole,sotularium,female,1421,,,Marseille
13048,Item sex paria sotularium infantum sive puerorum precio ___ 3 grossorum,11,sole,sotularium,,1421,,,Marseille
13081,Item 1 par de moflas,5,clothing,mofla,,1421,Dining hall,In aula domus,Marseille
13085,Item 1 chopam de grizo foderatam tela nigra,8,houppelande,chopa,,1421,Dining hall,In aula domus,Marseille
13086,Item 1 chopam de pureyza hominis,6,houppelande,chopa,male,1421,Dining hall,In aula domus,Marseille
13087,Item 1 mantulum de livido hominis,6,cloak,mantellum,male,1421,Dining hall,In aula domus,Marseille
13105,Item 1 gonellam de livido foderatum de albo,8,gown,gonella,,1421,bedroom,In camera,Marseille
13106,Item 2 capucia,3,hood,capucium,,1421,bedroom,In camera,Marseille
13166,Item 1 capam nigram,4,cape,capa,,1421,,In sotulo,Marseille
13202,Item una tunica mulieris bispertita rubei et blavi obscuri bonam,10,tunic,tunica,female,1421,,,Marseille
13203,Item 1 chopam blavi novam mulieris,6,houppelande,chopa,female,1421,,,Marseille
13204,Item 1 mantulum hominis blavi,5,cloak,mantelletum,male,1421,,,Marseille
13205,Item 1 mantulum curtum domine blavi foderatum bocassino rubeo quasi novum,11,cloak,mantellum,female,1421,,,Marseille
13206,Item 1 chopam hominis certorum pannorum foderata panni,8,houppelande,chopa,male,1421,,,Marseille
13207,Item duo capucia mulieris 1 album et unum rubeum bona,10,hood,capucium,female,1421,,,Marseille
13209,Item unum –pu– par manicarum rubearum cum condulis perlarum,9,sleeves,manica,,1421,,,Marseille
13210,Item unum giponum sede rubee bonum,6,jupe,giponus,,1421,,,Marseille
13215,Item 1 fronteria perlarum 16 operum,6,headband,fronteria,,1421,,,Marseille
13216,Item 1 parva zona argenti cum testuto morato cum 54 clavis computatis morralho et fibla,15,belt,zona,,1421,,,Marseille
13218,Item 1 strenhedor cum perlis pauci valoris,7,headband,strenhedor,,1421,,,Marseille
13224,Item 2 vetas blavas et in medio dauratas,8,ribbon,veta,,1421,,,Marseille
13225,Item 2 anulos cum perlis,5,ring,anulus,,1421,,,Marseille
13226,Item 1 anulum argenti,4,ring,anulus,,1421,,,Marseille
13254,Primo unum coscetum de scarvilata cum fimbriis antiquum ___ florenorum 7,11,jacket,corsitium,,1422,,,Marseille
13255,Item unam chopam panni morati domine foderatam bocassino ___ florenorum 6,11,houppelande,chopa,female,1422,,,Marseille
13256,Item unam chopam de livido domine foderatam pena alba rebolla ___ florenorum 7,13,houppelande,chopa,female,1422,,,Marseille
13257,Item unam cotam domine albam cum 40^ta^ condulis parvis argenti in manicis ___ florenorum 5,15,cotte,cota,female,1422,,,Marseille
13258,Item unam gonellam albam panni grossi et unum mandoletum nigri usitati sive antiqui ___ florenorum 1 grossorum 6,18,gown,gonella,,1422,,,Marseille
13259,Item duas manicas blanqueti arnatas cum 70^ta^ parvis condulis argenti ___ florenorum 1,13,sleeves,manica,,1422,,,Marseille
13260,Item unum duprietum domine fustaneri ___ florenorum 2,8,cloak,diplois,female,1422,,,Marseille
13261,Item unam chopam violeti domine forderatam ___ florenorum 3,9,houppelande,chopa,female,1422,,,Marseille
13271,Item decem vela domine lini ___ florenorum 3,8,veil,velum,female,1422,,,Marseille
13273,Item 4^or^ vela cotoni domine ___ florenorum 2,8,veil,velum,female,1422,,,Marseille
13297,Item unam fronteriam perlarum et unum fres veta? antiquum ___ florenorum 5,12,headband,fronteria,,1422,,,Marseille
13344,Item unum anellum oricormi et unum de corallo et duos alios ___ florenorum 2,14,ring,anulus,,1422,,,Marseille
13362,Item unum massapanum cum duodecim condulis perlarum minutarum et unam brancam coralli munitam –coralho– argento et unam zonam argenti domine ___ florenorum 2 grossorum 6,25,belt,zona,female,1422,,,Marseille
13366,Item duas capssietas unam vacuam et aliam cum duobus bolhonis ponderandi duabus zonis bovi marini tribus librarum vermelhoni ac quibusdam stateris parvis___ florenorum 3,24,belt,zona,,1422,,,Marseille
13373,Primo unam chopam domine domine de sirico livida ___ florenorum 25,11,houppelande,chopa,female,1422,,,Marseille
13374,Item unum mantellum domine de scarvillata folderatum pena varia ___ florenorum 28,12,cloak,mantellum,female,1422,,,Marseille
13376,Item unam zonam argenti domine esmaltatam ponderis decemocto unciarum ___ florenorum 20,12,belt,zona,female,1422,,,Marseille
13377,Item unum capucium domine rubeum ___ grossorum 3,8,hood,capucium,female,1422,,,Marseille
13378,Item –decem– unam mantam et choppam domine cum decemocto condulis grossis et sex parvis perlarum ___ florenorum 16,18,houppelande,chopa,female,1422,,,Marseille
13379,Item unum mantoletam domine folderatum pena varia modici valoris ___ florenorum 4,12,cloak,mantelletum,female,1422,,,Marseille
13380,Item unam choppam domine de sanguinia folderatam bocassino livido ___ florenorum 6,12,houppelande,chopa,female,1422,,,Marseille
13382,Item unam coronam argenti et perlarum cum decem floribus ponderis tresdecim onciarum et medie ___ florenorum 18,17,crown,corona,,1422,,,Marseille
13383,Item unum guarlandellum perlarum cum decem molinetis? ___ florenorum 25,10,headband,garlanda,,1422,,,Marseille
13384,Item unam choppam de scarvillata folderatam pena rebolla ___ florenorum 12 grossorum 6,13,houppelande,chopa,,1422,,,Marseille
13402,Item unam chopam domine de viridi ___ –gr– florenorum 3,10,houppelande,chopa,female,1422,,,Marseille
13403,Item unam mantam de pureya ___ –gr– 3 florenorum,9,greatcloak,manta,,1422,,,Marseille
13404,Item tria capucia mulieris ___ grossorum 6,7,hood,capucium,female,1422,,,Marseille
13507,Item unam fronteriam perlarum valoris trium florenorum,7,headband,fronteria,,1429,,,Marseille
13512,Item unam mantam panni rubey usitatam,6,greatcloak,manta,,1429,,,Marseille
13617,Primo 2 capucia nigra femine,5,hood,capucium,female,1431,,,Marseille
13618,Item 1 togam hominis,4,toga,toga,male,1431,,,Marseille
13619,Item 1 mantam nigram,4,greatcloak,manta,,1431,,,Marseille
13621,Item 1 togam nigram,4,toga,toga,,1431,,,Marseille
13622,Item 1 togam lividam obscuram,5,toga,toga,,1431,,,Marseille
13628,Item 1 camisiam femine antiquam,5,chemise,camisia,female,1431,,,Marseille
13634,Item 1 gonellam panni albi,5,gown,gonella,,1431,,,Marseille
13635,Item 1 ganachiam antiquam,4,surcoat,guarnacca,,1431,,,Marseille
13639,Item 4 velas crudas,4,veil,velum,,1431,,,Marseille
13659,Item 1 chopa blavi,4,houppelande,chopa,,1433,,,Marseille
13661,Item 2 camisias,3,chemise,camisia,,1433,,,Marseille
13833,Item duo vestimenta lanea viridis coloris,6,cloak,vestimentum,,1434,bedroom,Item in camera prope aulam ,Marseille
13834,Item una zona argentea,4,belt,zona,,1434,bedroom,Item in camera prope aulam ,Marseille
13835,Item una zona cum crocis argenteis superaurata,7,belt,zona,,1434,bedroom,Item in camera prope aulam ,Marseille
13845,Item duo vestimenta hominis rubei coloris et crocei,8,cloak,vestimentum,male,1434,,Item in secunda? stagia inventa sunt res? sequentes,Marseille
13847,Item quadraginta quinque camisie linie bruna? a nove xxxx?,9,chemise,camisia,,1434,,Item in secunda? stagia inventa sunt res? sequentes,Marseille
13848,Item viginti camisie femine bona cum cotono intexta,8,chemise,camisia,female,1434,,Item in secunda? stagia inventa sunt res? sequentes,Marseille
13939,Item unam chopam panni violeti froderatam penna alba,8,houppelande,chopa,,1444,,,Marseille
13940,Item unum mantoletum panni blavi froderatum tela alba que sunt nubtiales,11,cloak,mantellum,,1444,,,Marseille
13941,Item quoddam capucium? rubeum,4,hood,capucium,,1444,,,Marseille
13942,Item unam zonam argenti superdeauratam cum testuto de sirico violeti,10,belt,zona,,1444,,,Marseille
14131,Item unum mantellum de chamelot foderatum de sirico viridi claro,10,cloak,mantellum,,1391,bedroom,Primo in camera paramenti,Marseille
14133,1 tunicam et 1 corsitium panni albagii maschile,8,jacket,,male,1338,,,Lucca
14136,1 tunicam et 1 guarnacciam femineas magnas coloris biodi frodata de vario dicta guarnaccia et fregiatas fregis genonesibus,18,surcoat,,female,1338,,,Lucca
14137,1 tunicam et 1 guarnacciam femineas sponsalitias magnas coloris scherlactini frodatas guarnaccia de vario et tunica existenti cum 37 maspillis argenti auriati parvis et scampatis,25,surcoat,,female,1342,,,Lucca
14138,1 tunicam et 1 guarnacciam feminiles magna coloris rosei ex uno latere et vermilii ex alio foderatas ventrescha cum fregiis aureis larghectis per girum et tunica cum fregiis strictis per girum cum ft? smalto ad guarnacciam argenteam et unum saorhum,40,surcoat,,female,1342,,,Lucca
14140,1 guarnacchiam et 1 tunicam coloris mischi rosseti feminiles et ipsam guarnacchiam frodatam de conillio,15,tunic,,female,1342,,,Lucca
14141,1 tunicam et 1 guarnachiam de sargia feminiles,8,surcoat,,female,1342,,,Lucca
14143,1 tunicam et 1 guarnacciam dimidiatam fodorata de vario,9,surcoat,,,1342,,,Lucca
14144,1 tunicam et 1 guarnacciam mischia maschiles foderatas de penna crispa?,11,surcoat,,male,1342,,,Lucca
14145,1 cottarditam et 1 mantellum maschilem dimidatum foderatum penna et uno capuceo dupl.,13,cloak,,male,1342,,,Lucca
14147,1 tunicham et 1 corsitium maschiles panni mischi sanguinei,9,jacket,,male,1342,,,Lucca
14148,1 guarnacciam et 1 tunicam coloris bruni foderatam sindone sanguinis guarnacchia,11,tunic,,,1342,,,Lucca
14151,Item 1 zona de lana cum bursa de filo,9,purse,bursa,,1324,Dining hall,In aula sequntur hec bona,Marseille
14152,unam bursam et zonam cirici,5,belt,zona,,1348,Dining hall,in aula ipsius domus ,Marseille
14163,2 guarnellos 1 coloris viride alterum album veteres,8,guarnellum,,,1334,,,Lucca
14272,camiscietum triste,2,chemise,camisia,,1341,,,Lucca
14273,Camissa panni lini tinti,4,chemise,camisia,,1333,,,Lucca
14465,gonella,1,gown,gonella,,1340,,,Lucca
14466,gonella ... 36s.,3,gown,gonella,,1340,,,Lucca
14468,gonnella auguellaria ad usum maschile,5,gown,gonella,,1336,,,Lucca
14469,gonnella biancheta ad usum maschile,5,gown,gonella,,1336,,,Lucca
14470,gonnella bloda ad usum maschile,5,gown,gonella,,1336,,,Lucca
14471,gonnella bloda ad usum maschile,5,gown,gonella,,1336,,,Lucca
14476,guarnaccha albi aum,3,surcoat,guarnacca,,1336,,,Lucca
14477,guarnaccha coloris saguiney auf,4,surcoat,guarnacca,,1336,,,Lucca
14478,guarnaccha in…ocuta coloris mischi,4,surcoat,guarnacca,,1336,,,Lucca
14479,guarnaccia panni biodi refacta,4,surcoat,guarnacca,,1341,,,Lucca
14480,guarnacciam femeninam de sargia blana frodata de sindone coloris gialli,10,surcoat,,,1333,,,Lucca
14482,guarnacciam mischiam rossectam novam,4,surcoat,,,1333,,,Lucca
14483,guarnaccias et unam tunicam fractam,5,surcoat,,,1341,,,Lucca
14484,guarnache de siricho aum,4,surcoat,,,1336,,,Lucca
14485,guarnachia maschile colo persi foderata,5,cloak,,,1338,,,Lucca
14486,guarnachiam coloris vermilii maschilem foderatam pellipa alba,7,surcoat,,,1340,,,Lucca
14487,guarnacia mischia fod. et vetera,5,surcoat,,,1341,,,Lucca
14488,guarnellum,1,guarnellum,,,1337,,,Lucca
14489,guarnellum hominis,2,guarnellum,,,1341,,,Lucca
14554,mantellum dupplicatum panni floretani and another mantelum (both together),9,cloak,,,1336,,,Lucca
14555,mantellum dupplicatum panni francisci,4,cloak,,,1336,,,Lucca
14556,mantellum maschile,2,cloak,,,1336,,,Lucca
14559,mantellum sindonis masc.,3,cloak,,,1341,,,Lucca
14848,tres tunice fracte abbagie e biod.,6,tunic,,,1341,,,Lucca
14852,tunic viridem,2,tunic,,,1337,,,Lucca
14856,tunica augellina,2,tunic,,,1338,,,Lucca
14857,Tunica fem coloris persi,4,tunic,,,1333,,,Lucca
14858,tunica fracta,2,tunic,,,1341,,,Lucca
14859,"tunica maschile, colored biodi cum maspellis de argento",8,tunic,,,1338,,,Lucca
14860,"tunica panni albagii, new",4,tunic,,,1340,,,Lucca
14861,tunica vetera,2,tunic,,,1341,,,Lucca
14862,tunicam albagian,2,tunic,,,1340,,,Lucca
14863,tunicam albagian,2,tunic,,,1340,,,Lucca
14864,tunicam panni abagii,3,tunic,,,1340,,,Lucca
14865,tunicam panni abagii,3,tunic,,,1340,,,Lucca
14866,tunicam persam,2,tunic,,,1337,,,Lucca
14913,"Item unam albalistam, 1 sench paussi valoris ... 6gr.",9,belt,sench,,1420,,,Marseille
14987,Item unam choppam domine panni lividi clari folderata tela et unum mantoletum dicti panni folderatum bocassino ... 5fl.,18,cloak,mantelletum,female,1421,,,Marseille
15014,Item unum mantulum de canheto/tauheto modici valoris et unam gonellam panni lividi precio ... 1fl.,15,gown,gonella,,1421,,,Marseille
15067,Item unam gonellam albam panni grossi et unum mandoletum nigri usitati sive antiqui ...[worth] fl. 1 gr. vi,18,cloak,mantelletum,,1422,,,Marseille
15080,Item unam fronteriam perlarum et unum fres veta? antiquum ...[worth] fl. v,12,fringe,fresium,,1422,,,Marseille
15125,Item unum anellum oricormi et unum de corallo et duos alios .. 2fl.,13,ring,anulus,,1422,,,Marseille
15126,Item unum anellum oricormi et unum de corallo et duos alios .. 2fl.,13,ring,anulus,,1422,,,Marseille
15145,Item unam mantam et choppam domine cum decemocto condulis grossis et sex parvis perlarum  ... 16fl.,16,greatcloak,manta,female,1422,,,Marseille
15194,"Item unam longeriam, duo cessors, duo torquamans, unam camiziam et unas femoralha sive brayas? ... 6gr.",16,chemise,camisia,,1421,bedroom,Et primo in camera superiori hospicii dicti Anthonii Boneti ,Marseille
15195,"Item unam longeriam, duo cessors, duo torquamans, unam camiziam et unas femoralha sive brayas? ... 6gr.",16,leggings,femorale,,1421,bedroom,Et primo in camera superiori hospicii dicti Anthonii Boneti ,Marseille
15245,Item certam quantitatem fili ad faciendum vetas cum non nullis vetis? diversorum colorum ad fl. iiiior,16,ribbon,veta,,1422,,,Marseille
15265,Item unam choppam cum mantello de panno Florencie de livido claro sive turquea dicto mantello foderato de vairis cum alio parvo mantello de panno de gris et capucio eiusdem panni foderato de sirico dicte domine Raynaude,36,cloak,mantellum,,1391,bedroom,Primo in camera paramenti,Marseille
15266,Item unam choppam cum mantello de panno Florencie de livido claro sive turquea dicto mantello foderato de vairis cum alio parvo mantello de panno de gris et capucio eiusdem panni foderato de sirico dicte domine Raynaude,36,cloak,mantellum,,1391,bedroom,Primo in camera paramenti,Marseille
15268,Item quasdam zonas argenteas quarum una erat de seda viridi et alia de sendar,14,belt,zona,,1339,,,Marseille
15387,Item 1 massaponum pictum cum duabus magnis marsupiis de cirico antiquis,11,purse,marsupium,,1396,bedroom,In quadam alia camera,Marseille
