id,date_of_plunder,town,lat,lon,object,category
"3736","21 September, 1335","Capannori","43.840789","10.565554","millet","foodstuffs"
"4048","22 October, 1335","Capannori","43.840789","10.565554","wine","foodstuffs"
"4050","22 October, 1335","Capannori","43.840789","10.565554","grapes","foodstuffs"
"4319","28 April, 1338","Capannori","43.840789","10.565554","calf","animal"
"4383","11 May, 1338","Capannori","43.840789","10.565554","guarnellum","clothing"
"4384","11 May, 1338","Capannori","43.840789","10.565554","tablecloth","linens"
"4385","11 May, 1338","Capannori","43.840789","10.565554","bandeau","linens"
"4387","11 May, 1338","Capannori","43.840789","10.565554","spit","tools and implements"
"4539","12 June, 1338","Capannori","43.840789","10.565554","pan","tools and implements"
"4540","12 June, 1338","Capannori","43.840789","10.565554","axe","tools and implements"
"4906","24 July, 1338","Capannori","43.840789","10.565554","fava beans","foodstuffs"
"5156","24 August, 1338","Capannori","43.840789","10.565554","lupins","fodder"
"5157","24 August, 1338","Capannori","43.840789","10.565554","millet","foodstuffs"
"5158","24 August, 1338","Capannori","43.840789","10.565554","millet","foodstuffs"
"5159","24 August, 1338","Capannori","43.840789","10.565554","rye","foodstuffs"
"5160","24 August, 1338","Capannori","43.840789","10.565554","fava beans","foodstuffs"
"5161","24 August, 1338","Capannori","43.840789","10.565554","lupins","fodder"
"5198","31 August, 1338","Capannori","43.840789","10.565554","millet","foodstuffs"
"5669","14 November, 1338","Capannori","43.840789","10.565554","wine","foodstuffs"
"5670","14 November, 1338","Capannori","43.840789","10.565554","wine","foodstuffs"
"5671","14 November, 1338","Capannori","43.840789","10.565554","wine","foodstuffs"
"5672","14 November, 1338","Capannori","43.840789","10.565554","grain","foodstuffs"
"5673","14 November, 1338","Capannori","43.840789","10.565554","cart","equipment"
"5675","14 November, 1338","Capannori","43.840789","10.565554","wine","foodstuffs"
"5676","14 November, 1338","Capannori","43.840789","10.565554","wine","foodstuffs"
"5677","14 November, 1338","Capannori","43.840789","10.565554","wine","foodstuffs"
"6208","15 December, 1338","Capannori","43.840789","10.565554","pick","tools and implements"
"6209","15 December, 1338","Capannori","43.840789","10.565554","hoe","tools and implements"
"6210","15 December, 1338","Capannori","43.840789","10.565554","sheet","linens"
"4717","07 July, 1338","Capannori","43.840789","10.565554","tunic","clothing"
"5260","02 September, 1338","Capannori","43.840789","10.565554","millet","foodstuffs"
"5259","02 September, 1338","Capannori","43.840789","10.565554","grain","foodstuffs"
"408","07 February, 1333","Cappella","43.894808","10.481611","wine","foodstuffs"
"630","09 March, 1333","Cappella","43.894808","10.481611","barracan","clothing"
"631","09 March, 1333","Cappella","43.894808","10.481611","tablecloth","linens"
"1104","21 December, 1333","Cappella","43.894808","10.481611","wine","foodstuffs"
"4824","23 July, 1338","Cappella","43.894808","10.481611","fava beans","foodstuffs"
"4825","23 July, 1338","Cappella","43.894808","10.481611","grain","foodstuffs"
"1727","02 August, 1334","Carignano","43.865968","10.452301","tunic","clothing"
"1798","12 August, 1334","Carignano","43.865968","10.452301","tunic","clothing"
"1799","12 August, 1334","Carignano","43.865968","10.452301","tunic","clothing"
"1802","14 August, 1334","Carignano","43.865968","10.452301","beans","foodstuffs"
"1855","20 August, 1334","Carignano","43.865968","10.452301","millet","foodstuffs"
"1856","20 August, 1334","Carignano","43.865968","10.452301","plow","tools and implements"
"1857","20 August, 1334","Carignano","43.865968","10.452301","saddle","tools and implements"
"1860","20 August, 1334","Carignano","43.865968","10.452301","scythe","tools and implements"
"1861","20 August, 1334","Carignano","43.865968","10.452301","mattock","tools and implements"
"2338","25 January, 1335","Carignano","43.865968","10.452301","fava beans","foodstuffs"
"2702","11 March, 1335","Carignano","43.865968","10.452301","wine","foodstuffs"
"3244","27 May, 1335","Carignano","43.865968","10.452301","pan","tools and implements"
"3245","27 May, 1335","Carignano","43.865968","10.452301","guarnellum","clothing"
"3246","27 May, 1335","Carignano","43.865968","10.452301","bandeau","linens"
"3834","02 October, 1335","Carignano","43.865968","10.452301","grain","foodstuffs"
"3835","02 October, 1335","Carignano","43.865968","10.452301","millet","foodstuffs"
"3836","02 October, 1335","Carignano","43.865968","10.452301","unclear","unclear"
"3837","02 October, 1335","Carignano","43.865968","10.452301","fava beans","foodstuffs"
"4262","09 December, 1335","Carignano","43.865968","10.452301","millet","foodstuffs"
"4263","09 December, 1335","Carignano","43.865968","10.452301","panic","foodstuffs"
"4264","09 December, 1335","Carignano","43.865968","10.452301","fava beans","foodstuffs"
"4265","09 December, 1335","Carignano","43.865968","10.452301","beans","foodstuffs"
"4266","09 December, 1335","Carignano","43.865968","10.452301","wine","foodstuffs"
"4267","09 December, 1335","Carignano","43.865968","10.452301","wine","foodstuffs"
"4582","22 June, 1338","Carignano","43.865968","10.452301","grain","foodstuffs"
"5668","13 November, 1338","Carignano","43.865968","10.452301","grapes","foodstuffs"
"5725","17 November, 1338","Carignano","43.865968","10.452301","wine","foodstuffs"
"5727","17 November, 1338","Carignano","43.865968","10.452301","sorghum","foodstuffs"
"646","09 March, 1333","Carraia","43.825371","10.556411","wine","foodstuffs"
"1294","20 June, 1334","Carraia","43.825371","10.556411","grain","foodstuffs"
"1453","22 June, 1334","Carraia","43.825371","10.556411","wine","foodstuffs"
